,year,title,genre,avg_vote,movie_rating,duration,watchability
2024,2006,The Tillamook Treasure,"Drama, Family",5.0,okay,107,really long movie
2025,2006,Tomorrow Is Today,"Drama, Romance",6.8,good,98,really long movie
2026,2006,The Treatment,"Comedy, Drama, Romance",5.8,okay,86,avg length movie
2027,2006,Step Up,"Crime, Drama, Music",6.5,good,104,really long movie
2028,2006,Les brigades du Tigre,"Action, Adventure, Crime",5.8,okay,125,really long movie
2029,2005,Frankie,Drama,5.9,okay,88,avg length movie
2030,2006,L'homme de sa vie,"Drama, Romance",6.6,good,114,really long movie
2031,2005,Hyeol-eui-noo,"Mystery, Thriller",6.7,good,119,really long movie
2032,2006,Le lièvre de Vatanen,"Comedy, Drama",5.2,okay,95,really long movie
2033,2005,Na Verkhney Maslovke,Drama,7.0,good,115,really long movie
2034,2005,Namgeuk-ilgi,"Horror, Mystery, Thriller",6.0,okay,115,really long movie
2035,2005,Stories of Lost Souls,"Comedy, Drama, Thriller",5.5,okay,90,no data
2036,2005,Yeladim Tovim,"Crime, Drama, Romance",5.6,okay,75,avg length movie
2037,2006,Zayats nad bezdnoy,Comedy,6.2,good,90,no data
2038,2005,Southbounders,Drama,6.4,good,86,avg length movie
2039,2006,"You, Me and Dupree","Comedy, Romance",5.6,okay,110,really long movie
2040,2006,La belle bête,Drama,5.7,okay,110,really long movie
2041,2006,Sök,Drama,4.7,okay,94,really long movie
2042,2005,La mujer de mi hermano,Drama,6.1,good,89,avg length movie
2043,2006,Transylvania,Drama,6.8,good,103,really long movie
2044,2006,Un dimanche à Kigali,Drama,7.3,good,118,really long movie
2045,2005,Bharathchandran I.P.S,"Action, Thriller",5.6,okay,120,really long movie
2046,2006,L'ivresse du pouvoir,Drama,6.3,good,110,really long movie
2047,2005,Naran,"Action, Thriller",7.1,good,150,really long movie
2048,2005,Nerariyan CBI,"Mystery, Thriller",5.8,okay,146,really long movie
2049,2005,Be with Me,"Drama, Romance",7.0,good,93,really long movie
2050,2006,Candy Stripers,"Horror, Sci-Fi",3.2,okay,89,avg length movie
2051,2005,Confessions of a Pit Fighter,"Action, Drama",4.2,okay,95,really long movie
2052,2006,Two Tickets to Paradise,Comedy,5.5,okay,90,no data
2053,2006,The Far Side of Jericho,Western,4.5,okay,99,really long movie
2054,2006,The Fast and the Furious: Tokyo Drift,"Action, Crime, Thriller",6.0,okay,104,really long movie
2055,2005,Le filmeur,Drama,6.9,good,97,really long movie
2056,2006,Grbavica,Drama,7.2,good,90,no data
2057,2006,Hana yori mo naho,"Comedy, Drama",6.7,good,127,really long movie
2058,2005,Harder They Fall,"Action, Drama, Sport",3.2,okay,103,really long movie
2059,2006,The History Boys,"Comedy, Drama, Romance",6.8,good,109,really long movie
2060,2006,Homie Spumoni,Comedy,4.5,okay,90,no data
2061,2005,Le cactus,Comedy,5.4,okay,94,really long movie
2062,2006,I'm Reed Fish,"Comedy, Drama, Romance",5.7,okay,93,really long movie
2063,2006,Sillunu Oru Kadhal,"Drama, Romance",6.9,good,175,really long movie
2064,2006,"Lenexa, 1 Mile",Drama,5.8,okay,91,really long movie
2065,2006,The Lives of the Saints,"Comedy, Drama",4.7,okay,97,really long movie
2066,2006,Loren Cass,"Drama, Music",5.2,okay,83,avg length movie
2067,2005,Man Push Cart,Drama,7.0,good,87,avg length movie
2068,2006,Chup Chup Ke,"Comedy, Drama, Romance",6.7,good,164,really long movie
2069,2006,Sione's Wedding,"Comedy, Romance",6.4,good,97,really long movie
2070,2006,Severance,"Comedy, Horror, Thriller",6.5,good,96,really long movie
2071,2006,Wild Seven,"Crime, Drama",3.9,okay,98,really long movie
2072,2005,Bednye rodstvenniki,"Comedy, Drama",6.2,good,103,really long movie
2073,2005,Daenseo-ui sunjeong,"Comedy, Drama, Music",6.9,good,110,really long movie
2074,2005,Gan-keun gajok,"Comedy, Drama",5.9,okay,102,really long movie
2075,2005,Kosmos kak predchuvstvie,Drama,6.8,good,90,no data
2076,2005,Taepungtaeyang,Drama,5.8,okay,107,really long movie
2077,2005,Yeonae-sulsa,"Comedy, Romance",6.2,good,106,really long movie
2078,2005,Yeonae-ui mokjeok,"Comedy, Romance",6.4,good,121,really long movie
2079,2006,7 miljonärer,"Action, Comedy",4.4,okay,94,really long movie
2080,2005,Bunker paradise,Drama,5.8,okay,109,really long movie
2081,2006,Quand j'étais chanteur,"Drama, Music, Romance",6.4,good,112,really long movie
2082,2006,The Boys & Girls Guide to Getting Down,Comedy,6.6,good,92,really long movie
2083,2006,"OSS 117: Le Caire, nid d'espions","Action, Adventure, Comedy",7.1,good,99,really long movie
2084,2006,Fehér tenyér,"Drama, Sport",7.5,good,97,really long movie
2085,2006,Los aires difíciles,Drama,5.9,okay,117,really long movie
2086,2006,American Dreamz,"Comedy, Music",5.4,okay,107,really long movie
2087,2006,Animals ferits,Drama,4.8,okay,94,really long movie
2088,2006,La Californie,Drama,5.3,okay,105,really long movie
2089,2006,Du jour au lendemain,Comedy,5.4,okay,93,really long movie
2090,2006,Nuovomondo,"Drama, History, Romance",6.9,good,118,really long movie
2091,2006,Ils,"Horror, Thriller",6.4,good,77,avg length movie
2092,2006,J'invente rien,Comedy,5.6,okay,87,avg length movie
2093,2006,Le passager de l'été,Drama,6.0,okay,97,really long movie
2094,2005,Amatemi,Drama,5.9,okay,84,avg length movie
2095,2006,Eye of the Dolphin,"Comedy, Drama, Family",5.7,okay,102,really long movie
2096,2005,Dark Places,"Drama, Horror",3.3,okay,77,avg length movie
2097,2006,Disappearances,"Action, Adventure, Drama",4.9,okay,118,really long movie
2098,2005,Hallowed,Horror,2.9,bad,80,avg length movie
2099,2005,Hoshi ni natta shônen,"Drama, Family",6.7,good,113,really long movie
2100,2006,Jumping Off Bridges,Drama,7.0,good,90,no data
2101,2006,Last Rites of the Dead,"Comedy, Horror",4.6,okay,118,really long movie
2102,2006,Notes on a Scandal,"Crime, Drama, Romance",7.4,good,92,really long movie
2103,2005,Omiros,"Crime, Drama, Thriller",6.1,good,105,really long movie
2104,2006,My Super Ex-Girlfriend,"Comedy, Romance, Sci-Fi",5.1,okay,96,really long movie
2105,2005,Taga tameni,"Crime, Drama, Romance",7.0,good,97,really long movie
2106,2005,Time of Her Life,"Drama, Fantasy",3.1,okay,93,really long movie
2107,2005,"What's Up, Scarlet?","Comedy, Drama, Romance",5.9,okay,84,avg length movie
2108,2006,Wilderness,Horror,6.1,good,93,really long movie
2109,2006,Ye yan,"Action, Drama, Fantasy",6.4,good,131,really long movie
2110,2006,La cura del gorilla,"Comedy, Crime, Thriller",6.4,good,104,really long movie
2111,2006,1:1,Drama,5.9,okay,92,really long movie
2112,2006,Dobrynya Nikitich i Zmey Gorynych,"Animation, Adventure, Come",7.1,good,65,avg length movie
2113,2005,Gimî hebun,Thriller,5.7,okay,122,really long movie
2114,2005,Grenzverkehr,"Comedy, Drama",6.4,good,90,no data
2115,2006,Khottabych,"Adventure, Comedy, Fantasy",6.2,good,92,really long movie
2116,2006,Lotto,Comedy,5.2,okay,90,no data
2117,2005,Pyl,"Comedy, Drama, Sci-Fi",7.2,good,107,really long movie
2118,2006,TKKG und die rätselhafte Mind-Machine,"Action, Adventure, Crime",4.3,okay,117,really long movie
2119,2006,Andersen. Zhizn bez lyubvi,"Adventure, Biography, Dram",5.7,okay,137,really long movie
2120,2005,Weltverbesserungsmaßnahmen,Comedy,5.8,okay,91,really long movie
2121,2006,Die Wilden Hühner,"Adventure, Family",6.0,okay,105,really long movie
2122,2006,Jeune homme,Comedy,6.5,good,90,no data
2123,2005,Vremya sobirat kamni,War,6.6,good,110,really long movie
2124,2006,Date Movie,"Comedy, Romance",2.8,bad,83,avg length movie
2125,2005,Fekete kefe,Comedy,6.0,okay,83,avg length movie
2126,2005,Hinokio,"Drama, Sci-Fi",6.5,good,111,really long movie
2127,2005,L'orizzonte degli eventi,Drama,5.9,okay,115,really long movie
2128,2005,Sex hopp & kärlek,Drama,5.0,okay,93,really long movie
2129,2006,Ten Canoes,"Adventure, Comedy, Drama",7.0,good,90,no data
2130,2006,Unnatural & Accidental,"Crime, Drama, Mystery",4.7,okay,90,no data
2131,2005,Gekijôban XXXHolic Manatsu no yoru no yume,"Animation, Comedy, Drama",7.1,good,60,no data
2132,2005,Zakochany aniol,"Comedy, Romance",5.7,okay,95,really long movie
2133,2006,Khosla Ka Ghosla!,"Comedy, Crime, Drama",8.3,good,135,really long movie
2134,2006,The Plague,Drama,4.3,okay,104,really long movie
2135,2006,Råzone,Drama,6.3,good,93,really long movie
2136,2006,Karaula,"Comedy, Drama",7.6,good,94,really long movie
2137,2006,Nafaka,"Action, Comedy, War",6.8,good,115,really long movie
2138,2006,Alien Autopsy,"Biography, Comedy, Sci-Fi",5.8,okay,95,really long movie
2139,2006,The Architect,"Crime, Drama, Romance",5.5,okay,82,avg length movie
2140,2005,Almost Normal,"Comedy, Drama, Romance",5.4,okay,90,no data
2141,2005,Arindhum Ariyamalum,"Comedy, Crime, Drama",7.2,good,132,really long movie
2142,2006,The Darkroom,"Horror, Mystery, Thriller",5.6,okay,83,avg length movie
2143,2006,"Puff, Puff, Pass",Comedy,5.6,okay,95,really long movie
2144,2006,Wasted,"Adventure, Drama, Mystery",5.5,okay,92,really long movie
2145,2006,Infinite Justice,"Drama, Thriller",5.0,okay,93,really long movie
2146,2006,ATL,"Comedy, Crime, Drama",6.1,good,105,really long movie
2147,2006,The Moment After II: The Awakening,"Drama, Sci-Fi, Thriller",4.9,okay,93,really long movie
2148,2006,The Omen,"Horror, Thriller",5.5,okay,110,really long movie
2149,2005,The Perfect Stranger,Drama,6.7,good,90,no data
2150,2006,The Shadow Walkers,Horror,2.3,bad,91,really long movie
2151,2006,The System Within,Drama,3.3,okay,108,really long movie
2152,2006,The Valley of Tears,"Drama, Fantasy, Thriller",2.7,bad,87,avg length movie
2153,2005,Hill 16,"Comedy, Thriller",4.9,okay,125,really long movie
2154,2005,Kôshônin: Mashita Masayoshi,Action,6.1,good,127,really long movie
2155,2006,Musikanten,Drama,4.6,okay,92,really long movie
2156,2005,Zhai bian,"Drama, Horror",5.2,okay,97,really long movie
2157,2005,Khoht phetchakhaat,"Action, Adventure, Drama",4.4,okay,87,avg length movie
2158,2005,Shiryôha,Horror,4.4,okay,77,avg length movie
2159,2005,Bathhouse,Drama,5.1,okay,107,really long movie
2160,2005,Buitenspel,"Drama, Fantasy, Mystery",5.8,okay,90,no data
2161,2006,Chiisaki yûsha-tachi: Gamera,"Action, Adventure, Family",6.6,good,96,really long movie
2162,2006,Los mánagers,Comedy,2.9,bad,97,really long movie
2163,2005,Bowser Makes a Movie,Comedy,3.8,okay,90,no data
2164,2006,Brother's Shadow,Drama,6.0,okay,91,really long movie
2165,2006,The Conrad Boys,"Drama, Romance",6.0,okay,94,really long movie
2166,2005,Crippled Creek,Horror,2.6,bad,89,avg length movie
2167,2005,Experiment,Thriller,5.3,okay,95,really long movie
2168,2006,Half Nelson,Drama,7.2,good,106,really long movie
2169,2005,Hit Me,"Crime, Thriller",4.8,okay,80,avg length movie
2170,2006,Gwoemul,"Action, Drama, Horror",7.0,good,120,really long movie
2171,2006,Nice Guys,"Comedy, Crime",4.3,okay,100,really long movie
2172,2006,The Night of the White Pants,"Comedy, Drama",5.9,okay,87,avg length movie
2173,2006,Old Joy,Drama,6.7,good,76,avg length movie
2174,2005,Ride or Die,"Action, Western",1.7,bad,75,avg length movie
2175,2006,The Situation,"Drama, War",6.3,good,111,really long movie
2176,2005,Tsotsi,"Crime, Drama",7.2,good,94,really long movie
2177,2006,We Go Way Back,Drama,5.6,okay,80,avg length movie
2178,2005,Aozora no yukue,Drama,6.4,good,102,really long movie
2179,2005,Bunhongsin,"Horror, Thriller",5.8,okay,103,really long movie
2180,2006,Deiji,"Drama, Romance",7.5,good,110,really long movie
2181,2005,Daiteiden no yoru ni,Drama,6.8,good,132,really long movie
2182,2005,Eize Makom Nifla,Drama,7.0,good,104,really long movie
2183,2005,Festival,"Comedy, Drama",6.0,okay,107,really long movie
2184,2005,Haru no yuki,"Drama, History, Romance",6.7,good,150,really long movie
2185,2005,Hasami otoko,"Crime, Thriller",6.6,good,124,really long movie
2186,2005,Jeuk sing,Comedy,5.8,okay,137,really long movie
2187,2005,Linda Linda Linda,"Comedy, Drama, Music",7.5,good,114,really long movie
2188,2005,Kidô senshi Z Gandamu II: Koibito tachi,"Animation, Action, Drama",6.4,good,98,really long movie
2189,2006,Nacido y criado,Drama,6.3,good,100,really long movie
2190,2005,Noriko no shokutaku,"Drama, Horror",7.1,good,159,really long movie
2191,2006,Perl oder Pica,Drama,6.3,good,90,no data
2192,2006,La silla,Drama,4.5,okay,95,really long movie
2193,2005,Sima-ye zani dar doordast,Drama,6.0,okay,103,really long movie
2194,2005,Mayonaka no Yaji-san Kita-san,"Comedy, Fantasy",6.4,good,124,really long movie
2195,2006,Bangaram,"Action, Drama",4.6,okay,178,really long movie
2196,2006,Broken,"Drama, Thriller",5.5,okay,97,really long movie
2197,2005,Qing dian da sheng,"Action, Comedy, Drama",4.9,okay,106,really long movie
2198,2006,Comme t'y es belle!,"Comedy, Romance",5.3,okay,85,avg length movie
2199,2006,Danika,"Drama, Horror, Mystery",5.6,okay,79,avg length movie
2200,2006,The House Is Burning,Drama,6.3,good,97,really long movie
2201,2006,Französisch für Anfänger,"Comedy, Romance",6.2,good,98,really long movie
2202,2006,The Astronaut Farmer,"Adventure, Drama, Sci-Fi",6.3,good,104,really long movie
2203,2005,Izzat,"Action, Crime, Thriller",6.3,good,107,really long movie
2204,2006,Park,"Comedy, Drama",5.8,okay,86,avg length movie
2205,2006,World Trade Center,"Drama, History, Thriller",5.9,okay,129,really long movie
2206,2006,Automaton Transfusion,Horror,3.8,okay,75,avg length movie
2207,2006,Bloody Mary,"Horror, Thriller",3.4,okay,93,really long movie
2208,2005,Dreaming Lhasa,"Adventure, Drama, Mystery",6.5,good,90,no data
2209,2006,The Last Time,"Comedy, Drama, Thriller",6.1,good,96,really long movie
2210,2006,Little Big Top,Comedy,6.3,good,83,avg length movie
2211,2005,Pavee Lackeen: The Traveller Girl,Drama,6.2,good,88,avg length movie
2212,2005,A Perfect Day,Drama,6.0,okay,88,avg length movie
2213,2005,Spiele Leben,"Drama, Thriller",6.3,good,98,really long movie
2214,2005,Buss till Italien,"Adventure, Drama",4.7,okay,89,avg length movie
2215,2006,Direktøren for det hele,Comedy,6.7,good,99,really long movie
2216,2005,Loukoumades me meli,Comedy,4.5,okay,86,avg length movie
2217,2005,Troppo belli,Comedy,2.9,bad,97,really long movie
2218,2006,Diggers,"Comedy, Drama",6.3,good,96,really long movie
2219,2006,Mansfeld,Drama,6.5,good,118,really long movie
2220,2006,Summer School,Horror,4.9,okay,89,avg length movie
2221,2006,Wicked Little Things,"Drama, Fantasy, Horror",5.1,okay,94,really long movie
2222,2006,Open Water 2: Adrift,"Adventure, Drama, Horror",5.1,okay,95,really long movie
2223,2006,Raftáci,Comedy,5.6,okay,104,really long movie
2224,2006,Le rose del deserto,"Comedy, War",6.6,good,102,really long movie
2225,2005,Ya ana ya khalty,Comedy,5.1,okay,90,no data
2226,2005,Jom kha mung wej,"Crime, Fantasy, Horror",5.5,okay,118,really long movie
2227,2006,Rokonok,Drama,5.5,okay,110,really long movie
2228,2005,Angli: The Movie,"Action, Crime, Thriller",3.6,okay,114,really long movie
2229,2005,Chung buk ji,"Fantasy, Musical, Romance",4.9,okay,97,really long movie
2230,2006,La distancia,Thriller,5.9,okay,111,really long movie
2231,2006,Dosar,Drama,7.3,good,127,really long movie
2232,2006,La edad de la peseta,Drama,6.6,good,90,no data
2233,2006,Fang xiang zhi lu,Drama,7.0,good,114,really long movie
2234,2005,Saigo no bansan,"Drama, Horror, Mystery",5.8,okay,92,really long movie
2235,2005,Onaji tsuki wo miteiru,Drama,5.5,okay,106,really long movie
2236,2006,Saawan... The Love Season,"Drama, Fantasy, Romance",2.2,bad,123,really long movie
2237,2006,Las vidas de Celia,Drama,5.4,okay,101,really long movie
2238,2005,Xin ji chi bu liao re dou fu,Comedy,6.3,good,93,really long movie
2239,2006,Yatra,Drama,6.3,good,129,really long movie
2240,2005,Yek shab,Drama,5.9,okay,78,avg length movie
2241,2006,Yun Hota Toh Kya Hota,Drama,6.7,good,115,really long movie
2242,2005,Zhixi,Thriller,5.6,okay,86,avg length movie
2243,2005,Africa United,"Comedy, Sport",6.1,good,80,avg length movie
2244,2005,Banyo,Crime,3.9,okay,87,avg length movie
2245,2006,Bienvenido a casa,"Comedy, Drama, Romance",5.9,okay,118,really long movie
2246,2005,Brudermord,Drama,6.7,good,90,no data
2247,2006,Bug,"Drama, Thriller",6.1,good,102,really long movie
2248,2005,Sinema bir mucizedir,Drama,5.4,okay,103,really long movie
2249,2005,Cheon gun,"Action, Comedy, Sci-Fi",6.0,okay,106,really long movie
2250,2005,Comme un frère,"Drama, Romance",5.6,okay,54,short movie
2251,2006,Bernard and Doris,"Biography, Comedy, Drama",6.5,good,102,really long movie
2252,2006,For Your Consideration,Comedy,6.3,good,86,avg length movie
2253,2005,Keller - Teenage Wasteland,Drama,5.4,okay,92,really long movie
2254,2006,Keloglan Karaprens'e Karsi,Comedy,1.6,bad,105,really long movie
2255,2005,Krisana,Drama,6.8,good,90,no data
2256,2006,Mojave Phone Booth,Drama,5.7,okay,88,avg length movie
2257,2005,Neal 'N' Nikki,"Comedy, Musical, Romance",3.2,okay,122,really long movie
2258,2005,Organize Isler,"Comedy, Drama",7.4,good,106,really long movie
2259,2005,Un couple parfait,Drama,6.7,good,104,really long movie
2260,2005,Ungu Violet,Drama,6.3,good,115,really long movie
2261,2005,Yek teke nan,Drama,7.0,good,100,really long movie
2262,2005,Yeogo goedam 4: Moksori,Horror,6.4,good,104,really long movie
2263,2006,You Did What?,Comedy,4.3,okay,87,avg length movie
2264,2006,Yi ma de hou xian dai sheng huo,"Comedy, Drama, Romance",6.8,good,111,really long movie
2265,2006,Crazy Eights,Horror,3.9,okay,80,avg length movie
2266,2006,Danny Roane: First Time Director,Comedy,4.4,okay,83,avg length movie
2267,2006,Just Like the Son,Drama,6.5,good,86,avg length movie
2268,2005,Love + Hate,Drama,6.9,good,86,avg length movie
2269,2006,Red Road,"Drama, Mystery, Thriller",6.8,good,113,really long movie
2270,2005,Dva igraca s klupe,Comedy,7.2,good,112,really long movie
2271,2006,Ja wam pokaze!,"Comedy, Drama, Romance",2.9,bad,113,really long movie
2272,2005,Kamen Raidâ: The First,"Action, Drama, Horror",6.3,good,91,really long movie
2273,2005,Lopovi prve klase,Comedy,5.7,okay,91,really long movie
2274,2005,Lung gam wai yi dzi wang mo leung leung,"Action, Comedy, Drama",5.2,okay,101,really long movie
2275,2005,Mama Jack,Comedy,4.4,okay,100,really long movie
2276,2005,Shinku,"Drama, Thriller",6.7,good,117,really long movie
2277,2005,Sto je Iva snimila 21. listopada 2003.,Drama,6.9,good,92,really long movie
2278,2005,Sto je muskarac bez brkova?,"Comedy, Drama, Romance",6.9,good,109,really long movie
2279,2005,Les états nordiques,Drama,6.6,good,91,really long movie
2280,2005,American Visa,"Crime, Drama, Romance",6.1,good,100,really long movie
2281,2005,Athadu,"Action, Thriller",8.3,good,172,really long movie
2282,2006,Darwaza Bandh Rakho,"Comedy, Crime, Drama",5.3,okay,106,really long movie
2283,2006,Kami no hidarite akuma no migite,"Fantasy, Horror, Thriller",4.9,okay,94,really long movie
2284,2005,Nana,"Drama, Music, Romance",7.1,good,113,really long movie
2285,2006,Pournami,"Action, Drama, Mystery",5.8,okay,160,really long movie
2286,2005,Septyni nematomi zmones,Drama,6.8,good,119,really long movie
2287,2006,Who Loves the Sun,"Comedy, Drama",5.9,okay,94,really long movie
2288,2005,Tyttö sinä olet tähti,"Drama, Music, Romance",6.5,good,102,really long movie
2289,2006,Apocalypto,"Action, Adventure, Drama",7.8,good,139,really long movie
2290,2005,Gisela,Drama,6.1,good,87,avg length movie
2291,2005,Jazireh ahani,Drama,7.2,good,90,no data
2292,2006,Kill Your Darlings,"Comedy, Drama",4.6,okay,94,really long movie
2293,2006,Local Color,Drama,6.9,good,107,really long movie
2294,2006,The Half Life of Timofey Berezin,Drama,6.9,good,97,really long movie
2295,2006,Penelope,"Comedy, Fantasy, Romance",6.7,good,104,really long movie
2296,2006,Saving Shiloh,"Drama, Family",6.3,good,90,no data
2297,2006,The Strange Case of Dr. Jekyll and Mr. Hyde,"Horror, Sci-Fi",3.7,okay,89,avg length movie
2298,2006,Valley of the Heart's Delight,Drama,5.7,okay,100,really long movie
2299,2005,11:59,"Mystery, Sci-Fi, Thriller",5.7,okay,102,really long movie
2300,2006,Alone with Her,"Crime, Drama, Thriller",6.0,okay,78,avg length movie
2301,2006,The Flying Scotsman,"Drama, Sport",7.1,good,96,really long movie
2302,2005,Infection,Horror,4.2,okay,81,avg length movie
2303,2005,To oneiro tou skylou,Fantasy,6.2,good,90,no data
2304,2005,Piano 17,"Action, Comedy, Crime",6.5,good,105,really long movie
2305,2006,Eccezzziunale veramente - Capitolo secondo... me,Comedy,4.3,okay,108,really long movie
2306,2005,Espelho Mágico,"Drama, Music",6.8,good,137,really long movie
2307,2005,Fyra veckor i juni,Drama,5.4,okay,100,really long movie
2308,2005,Koti-ikävä,Drama,6.0,okay,85,avg length movie
2309,2005,Scrap Heaven,Drama,6.9,good,117,really long movie
2310,2005,The Torturer,Horror,3.9,okay,100,really long movie
2311,2006,2:37,Drama,6.8,good,95,really long movie
2312,2006,BoyTown,"Comedy, Music",5.3,okay,88,avg length movie
2313,2005,Elsk meg i morgen,"Comedy, Drama, Romance",6.2,good,90,no data
2314,2005,O Fatalista,Drama,5.4,okay,99,really long movie
2315,2005,Johanna,"Drama, Musical",5.6,okay,86,avg length movie
2316,2005,Kukumi,Drama,6.7,good,107,really long movie
2317,2005,Persona non grata,Drama,6.6,good,110,really long movie
2318,2005,"Snivaj, zlato moje","Comedy, Drama",6.3,good,110,really long movie
2319,2006,Crossover,"Action, Sport",2.1,bad,95,really long movie
2320,2006,Dasepo sonyo,"Comedy, Musical, Romance",5.9,okay,103,really long movie
2321,2005,Happy End.,"Drama, Horror, Mystery",5.9,okay,102,really long movie
2322,2005,Hell to Pay,Western,4.6,okay,100,really long movie
2323,2006,Nihon chinbotsu,"Adventure, Drama, Sci-Fi",5.6,okay,135,really long movie
2324,2006,The Gymnast,"Drama, Romance, Sport",6.3,good,96,really long movie
2325,2006,Coffee Date,"Comedy, Romance",6.2,good,91,really long movie
2326,2006,Bosque de sombras,"Drama, Horror, Thriller",5.7,okay,97,really long movie
2327,2005,Dead Men Walking,"Action, Horror, Sci-Fi",4.1,okay,82,avg length movie
2328,2006,Gretchen,Comedy,5.6,okay,98,really long movie
2329,2006,I.R.A.: King of Nothing,"Action, Drama",4.3,okay,85,avg length movie
2330,2005,Shapeshifter,Horror,2.6,bad,81,avg length movie
2331,2006,Surveillance,"Crime, Thriller",5.1,okay,90,no data
2332,2005,Ark,"Animation, Action, Drama",6.1,good,84,avg length movie
2333,2006,Man cheng jin dai huang jin jia,"Action, Drama, Romance",7.0,good,111,really long movie
2334,2006,Bondage,"Biography, Drama",8.2,good,100,really long movie
2335,2006,A Guide to Recognizing Your Saints,"Crime, Drama",7.0,good,100,really long movie
2336,2006,Hanbando,"Drama, Mystery, Thriller",4.8,okay,147,really long movie
2337,2006,De hel van Tanger,Drama,7.1,good,105,really long movie
2338,2006,Kettle of Fish,"Comedy, Romance",5.2,okay,97,really long movie
2339,2006,Mulberry St,"Horror, Sci-Fi, Thriller",5.6,okay,84,avg length movie
2340,2005,...Yahaan,"Drama, Romance, War",7.4,good,142,really long movie
2341,2005,Anukokunda Oka Roju,"Mystery, Thriller",8.0,good,145,really long movie
2342,2006,Babas bilar,"Action, Comedy",4.7,okay,90,no data
2343,2005,Saints-Martyrs-des-Damnés,"Drama, Horror, Mystery",6.2,good,115,really long movie
2344,2006,Sønner,Drama,7.1,good,103,really long movie
2345,2006,The TV Set,"Comedy, Drama",6.5,good,88,avg length movie
2346,2006,Unna ja Nuuk,"Adventure, Family, Fantasy",5.0,okay,78,avg length movie
2347,2005,Veninder,Comedy,3.2,okay,85,avg length movie
2348,2006,Awakening,Horror,2.1,bad,90,no data
2349,2005,Angel-A,"Comedy, Drama, Fantasy",7.1,good,91,really long movie
2350,2006,Aurore,"Comedy, Musical",5.3,okay,95,really long movie
2351,2006,Camping,Comedy,4.9,okay,95,really long movie
2352,2006,Essaye-moi,"Comedy, Romance",6.0,okay,90,no data
2353,2006,Le pressentiment,Drama,6.4,good,97,really long movie
2354,2006,L'école pour tous,Comedy,4.9,okay,97,really long movie
2355,2006,Derecho de familia,"Comedy, Drama",6.9,good,102,really long movie
2356,2005,En la cama,Drama,6.2,good,85,avg length movie
2357,2005,I giorni dell'abbandono,Drama,5.9,okay,96,really long movie
2358,2006,Sofacama,"Comedy, Drama",6.0,okay,90,no data
2359,2005,The Maid,"Drama, Horror, Mystery",5.9,okay,93,really long movie
2360,2006,A Lobster Tale,"Drama, Family, Fantasy",6.2,good,95,really long movie
2361,2005,La seconda notte di nozze,"Comedy, Drama",6.7,good,103,really long movie
2362,2005,Tomie: Beginning,Horror,4.9,okay,74,avg length movie
2363,2005,Tomie: Revenge,Horror,4.2,okay,72,avg length movie
2364,2005,Yam yasothon,"Comedy, Romance",6.8,good,93,really long movie
2365,2005,13 Tzameti,"Crime, Drama, Horror",7.4,good,93,really long movie
2366,2006,Xiaohai bu ben 2,"Comedy, Drama, Family",6.8,good,124,really long movie
2367,2006,All In,Drama,3.7,okay,98,really long movie
2368,2006,Belle toujours,"Drama, Music",6.4,good,68,avg length movie
2369,2006,Khadak,"Drama, Romance",6.9,good,104,really long movie
2370,2005,Chang hen ge,"Drama, Romance",5.5,okay,115,really long movie
2371,2005,Fetching Cody,"Drama, Fantasy, Romance",6.7,good,86,avg length movie
2372,2006,United 93,"Drama, History, Thriller",7.5,good,111,really long movie
2373,2006,Hood of Horror,"Comedy, Horror",4.0,okay,84,avg length movie
2374,2006,Knallhart,"Crime, Drama",7.1,good,98,really long movie
2375,2006,The Magic Flute,"Drama, Musical, Romance",6.6,good,135,really long movie
2376,2005,Night of the Day of the Dawn of the Son of the Brid,"Comedy, Horror",4.2,okay,80,avg length movie
2377,2006,Scenes of a Sexual Nature,"Comedy, Drama, Romance",6.0,okay,91,really long movie
2378,2006,Shut Up and Sing,"Comedy, Drama, Music",5.6,okay,96,really long movie
2379,2006,Smokin' Aces,"Action, Crime, Drama",6.7,good,109,really long movie
2380,2005,Baksu-chiltae deonara,"Comedy, Drama, Mystery",6.3,good,115,really long movie
2381,2005,Chello hongmijoo ilga salinsagan,"Horror, Mystery",6.0,okay,94,really long movie
2382,2005,Qian bei bu zui,"Comedy, Romance",5.9,okay,110,really long movie
2383,2005,Desde que amanece apetece,Comedy,4.0,okay,115,really long movie
2384,2005,Yu-wol-ui il-gi,"Crime, Thriller",6.4,good,105,really long movie
2385,2005,Gabal,"Drama, Horror",5.5,okay,106,really long movie
2386,2005,Hyeongsa,"Action, Comedy, Mystery",5.9,okay,108,really long movie
2387,2005,Shikhar,Drama,4.9,okay,162,really long movie
2388,2005,June R,"Drama, Family",5.0,okay,99,really long movie
2389,2005,Kono mune ippai no ai wo,Romance,6.3,good,132,really long movie
2390,2005,Vaah! Life Ho Toh Aisi!,"Comedy, Drama, Family",4.4,okay,153,really long movie
2391,2006,Mia Sarah,"Comedy, Drama, Fantasy",6.3,good,103,really long movie
2392,2005,Saedeu mubi,"Comedy, Drama, Romance",7.3,good,108,really long movie
2393,2005,Shinobi,"Action, Drama, Fantasy",6.9,good,107,really long movie
2394,2005,Super,"Action, Comedy",5.0,okay,151,really long movie
2395,2005,Tae-poong,Action,5.8,okay,124,really long movie
